SeqId1,SeqId2,LCSTns
seq_20_9,seq_20_11,34370
seq_20_9,seq_20_12,31981
seq_20_9,seq_20_13,32479
seq_20_9,seq_20_14,32962
seq_20_10,seq_20_11,35351
seq_20_10,seq_20_12,32627
seq_20_10,seq_20_13,32114
seq_20_10,seq_20_14,60318
seq_20_11,seq_20_12,33613
seq_20_11,seq_20_13,31060
seq_20_11,seq_20_14,32745
seq_20_12,seq_20_13,32483
seq_20_12,seq_20_14,34861
seq_20_13,seq_20_14,31262
seq_30_0,seq_30_1,71806
seq_30_0,seq_30_2,74548
seq_30_0,seq_30_3,66194
seq_30_0,seq_30_4,72862
seq_30_0,seq_30_5,70162
seq_30_0,seq_30_6,68762
seq_30_0,seq_30_7,71443
seq_30_0,seq_30_8,70500
seq_30_0,seq_30_9,69754
seq_30_0,seq_30_10,69968
seq_30_0,seq_30_11,68072
seq_30_0,seq_30_12,69798
seq_30_0,seq_30_13,70662
seq_30_0,seq_30_14,69575
seq_30_1,seq_30_2,67093
seq_30_1,seq_30_3,66038
seq_30_1,seq_30_4,67949
seq_30_1,seq_30_5,66284
seq_30_1,seq_30_6,67571
seq_30_1,seq_30_7,67855
seq_30_1,seq_30_8,65627
seq_30_1,seq_30_9,70553
seq_30_1,seq_30_10,69022
seq_30_1,seq_30_11,70482
seq_30_1,seq_30_12,69811
seq_30_1,seq_30_13,71102
seq_30_1,seq_30_14,65857
seq_30_2,seq_30_3,68427
seq_30_2,seq_30_4,69733
seq_30_2,seq_30_5,68870
seq_30_2,seq_30_6,69106
seq_30_2,seq_30_7,69940
seq_30_2,seq_30_8,70575
seq_30_2,seq_30_9,70768
seq_30_2,seq_30_10,70267
seq_30_2,seq_30_11,71207
seq_30_2,seq_30_12,73259
seq_30_2,seq_30_13,70670
seq_30_2,seq_30_14,71607
seq_30_3,seq_30_4,71795
seq_30_3,seq_30_5,72832
seq_30_3,seq_30_6,70532
seq_30_3,seq_30_7,73316
seq_30_3,seq_30_8,70170
seq_30_3,seq_30_9,68624
seq_30_3,seq_30_10,84365
seq_30_3,seq_30_11,72463
seq_30_3,seq_30_12,79022
seq_30_3,seq_30_13,71405
seq_30_3,seq_30_14,67713
seq_30_4,seq_30_5,70773
seq_30_4,seq_30_6,70691
seq_30_4,seq_30_7,71698
seq_30_4,seq_30_8,69282
seq_30_4,seq_30_9,70674
seq_30_4,seq_30_10,69587
seq_30_4,seq_30_11,68132
seq_30_4,seq_30_12,71435
seq_30_4,seq_30_13,68973
seq_30_4,seq_30_14,73501
seq_30_5,seq_30_6,69708
seq_30_5,seq_30_7,71554
seq_30_5,seq_30_8,70991
seq_30_5,seq_30_9,73414
seq_30_5,seq_30_10,70669
seq_30_5,seq_30_11,82864
seq_30_5,seq_30_12,61131
seq_30_5,seq_30_13,60925
seq_30_5,seq_30_14,65487
seq_30_6,seq_30_7,65025
seq_30_6,seq_30_8,66662
seq_30_6,seq_30_9,66638
seq_30_6,seq_30_10,63789
seq_30_6,seq_30_11,66701
seq_30_6,seq_30_12,66968
seq_30_6,seq_30_13,67448
seq_30_6,seq_30_14,69122
seq_30_7,seq_30_8,65448
seq_30_7,seq_30_9,68243
seq_30_7,seq_30_10,65239
seq_30_7,seq_30_11,66694
seq_30_7,seq_30_12,82635
seq_30_7,seq_30_13,70901
seq_30_7,seq_30_14,67309
seq_30_8,seq_30_9,68390
seq_30_8,seq_30_10,66868
seq_30_8,seq_30_11,69761
seq_30_8,seq_30_12,67438
seq_30_8,seq_30_13,69774
seq_30_8,seq_30_14,67024
seq_30_9,seq_30_10,70472
seq_30_9,seq_30_11,66139
seq_30_9,seq_30_12,66455
seq_30_9,seq_30_13,66589
seq_30_9,seq_30_14,66235
seq_30_10,seq_30_11,67340
seq_30_10,seq_30_12,66180
seq_30_10,seq_30_13,66946
seq_30_10,seq_30_14,65228
seq_30_11,seq_30_12,65492
seq_30_11,seq_30_13,67085
seq_30_11,seq_30_14,64698
seq_30_12,seq_30_13,58006
seq_30_12,seq_30_14,66816
seq_30_13,seq_30_14,38969
seq_40_0,seq_40_1,66724
seq_40_0,seq_40_2,66719
seq_40_0,seq_40_3,66479
seq_40_0,seq_40_4,66435
seq_40_0,seq_40_5,66836
seq_40_0,seq_40_6,108927
seq_40_0,seq_40_7,114246
seq_40_0,seq_40_8,115506
seq_40_0,seq_40_9,104494
seq_40_0,seq_40_10,115656
seq_40_0,seq_40_11,145623
seq_40_0,seq_40_12,104110
seq_40_0,seq_40_13,116025
seq_40_0,seq_40_14,114931
seq_40_1,seq_40_2,122774
seq_40_1,seq_40_3,117975
seq_40_1,seq_40_4,111911
seq_40_1,seq_40_5,106424
seq_40_1,seq_40_6,112931
seq_40_1,seq_40_7,108499
seq_40_1,seq_40_8,116522
seq_40_1,seq_40_9,109377
seq_40_1,seq_40_10,98697
seq_40_1,seq_40_11,114386
seq_40_1,seq_40_12,117797
seq_40_1,seq_40_13,103554
seq_40_1,seq_40_14,100370
seq_40_2,seq_40_3,112013
seq_40_2,seq_40_4,108153
seq_40_2,seq_40_5,90628
seq_40_2,seq_40_6,104560
seq_40_2,seq_40_7,104634
seq_40_2,seq_40_8,108550
seq_40_2,seq_40_9,138919
seq_40_2,seq_40_10,112976
seq_40_2,seq_40_11,114216
seq_40_2,seq_40_12,126922
seq_40_2,seq_40_13,117699
seq_40_2,seq_40_14,118291
seq_40_3,seq_40_4,117943
seq_40_3,seq_40_5,118136
seq_40_3,seq_40_6,117284
seq_40_3,seq_40_7,121256
seq_40_3,seq_40_8,112063
seq_40_3,seq_40_9,111460
seq_40_3,seq_40_10,96600
seq_40_3,seq_40_11,112303
seq_40_3,seq_40_12,115301
seq_40_3,seq_40_13,116496
seq_40_3,seq_40_14,115839
seq_40_4,seq_40_5,114523
seq_40_4,seq_40_6,114678
seq_40_4,seq_40_7,110630
seq_40_4,seq_40_8,103257
seq_40_4,seq_40_9,107781
seq_40_4,seq_40_10,143989
seq_40_4,seq_40_11,115181
seq_40_4,seq_40_12,117368
seq_40_4,seq_40_13,120002
seq_40_4,seq_40_14,117961
seq_40_5,seq_40_6,113833
seq_40_5,seq_40_7,115108
seq_40_5,seq_40_8,116726
seq_40_5,seq_40_9,119244
seq_40_5,seq_40_10,128150
seq_40_5,seq_40_11,115557
seq_40_5,seq_40_12,103023
seq_40_5,seq_40_13,110412
seq_40_5,seq_40_14,91131
seq_40_6,seq_40_7,65760
seq_40_6,seq_40_8,67239
seq_40_6,seq_40_9,64494
seq_40_6,seq_40_10,73397
seq_40_6,seq_40_11,113938
seq_40_6,seq_40_12,64938
seq_40_6,seq_40_13,74514
seq_40_6,seq_40_14,66618
seq_40_7,seq_40_8,65219
seq_40_7,seq_40_9,64807
seq_40_7,seq_40_10,64823
seq_40_7,seq_40_11,66010
seq_40_7,seq_40_12,65177
seq_40_7,seq_40_13,66037
seq_40_7,seq_40_14,75248
seq_40_8,seq_40_9,65357
seq_40_8,seq_40_10,65107
seq_40_8,seq_40_11,65623
seq_40_8,seq_40_12,66125
seq_40_8,seq_40_13,66606
seq_40_8,seq_40_14,68032
seq_40_9,seq_40_10,65726
seq_40_9,seq_40_11,64347
seq_40_9,seq_40_12,66099
seq_40_9,seq_40_13,66624
seq_40_9,seq_40_14,66590
seq_40_10,seq_40_11,65434
seq_40_10,seq_40_12,64753
seq_40_10,seq_40_13,64652
seq_40_10,seq_40_14,66382
seq_40_11,seq_40_12,72666
seq_40_11,seq_40_13,66647
seq_40_11,seq_40_14,70549
seq_40_12,seq_40_13,65944
seq_40_12,seq_40_14,72797
seq_40_13,seq_40_14,65282
seq_50_0,seq_50_1,131909
seq_50_0,seq_50_2,113384
seq_50_0,seq_50_3,155928
seq_50_0,seq_50_4,166885
seq_50_0,seq_50_5,164014
seq_50_0,seq_50_6,102079
seq_50_0,seq_50_7,100320
seq_50_0,seq_50_8,100950
seq_50_0,seq_50_9,100743
seq_50_0,seq_50_10,102659
seq_50_0,seq_50_11,161958
seq_50_0,seq_50_12,164430
seq_50_0,seq_50_13,665308
seq_50_0,seq_50_14,169780
seq_50_1,seq_50_2,172823
seq_50_1,seq_50_3,176309
seq_50_1,seq_50_4,178089
seq_50_1,seq_50_5,148230
seq_50_1,seq_50_6,143690
seq_50_1,seq_50_7,144184
seq_50_1,seq_50_8,141820
seq_50_1,seq_50_9,146374
seq_50_1,seq_50_10,171643
seq_50_1,seq_50_11,144510
seq_50_1,seq_50_12,148018
seq_50_1,seq_50_13,141001
seq_50_1,seq_50_14,138289
seq_50_2,seq_50_3,139483
seq_50_2,seq_50_4,138227
seq_50_2,seq_50_5,164201
seq_50_2,seq_50_6,176454
seq_50_2,seq_50_7,149631
seq_50_2,seq_50_8,144377
seq_50_2,seq_50_9,143773
seq_50_2,seq_50_10,139819
seq_50_2,seq_50_11,142401
seq_50_2,seq_50_12,134633
seq_50_2,seq_50_13,140938
seq_50_2,seq_50_14,146803
seq_50_3,seq_50_4,139692
seq_50_3,seq_50_5,139982
seq_50_3,seq_50_6,133681
seq_50_3,seq_50_7,140199
seq_50_3,seq_50_8,137261
seq_50_3,seq_50_9,141924
seq_50_3,seq_50_10,133983
seq_50_3,seq_50_11,110382
seq_50_3,seq_50_12,149350
seq_50_3,seq_50_13,129705
seq_50_3,seq_50_14,137149
seq_50_4,seq_50_5,132087
seq_50_4,seq_50_6,141175
seq_50_4,seq_50_7,138526
seq_50_4,seq_50_8,134982
seq_50_4,seq_50_9,138331
seq_50_4,seq_50_10,143021
seq_50_4,seq_50_11,137100
seq_50_4,seq_50_12,147624
seq_50_4,seq_50_13,146322
seq_50_4,seq_50_14,180395
seq_50_5,seq_50_6,178011
seq_50_5,seq_50_7,145107
seq_50_5,seq_50_8,148583
seq_50_5,seq_50_9,142271
seq_50_5,seq_50_10,140552
seq_50_5,seq_50_11,143975
seq_50_5,seq_50_12,143635
seq_50_5,seq_50_13,144136
seq_50_5,seq_50_14,144888
seq_50_6,seq_50_7,134427
seq_50_6,seq_50_8,133615
seq_50_6,seq_50_9,143733
seq_50_6,seq_50_10,142632
seq_50_6,seq_50_11,140633
seq_50_6,seq_50_12,152258
seq_50_6,seq_50_13,143088
seq_50_6,seq_50_14,141817
seq_50_7,seq_50_8,146489
seq_50_7,seq_50_9,134260
seq_50_7,seq_50_10,141344
seq_50_7,seq_50_11,142330
seq_50_7,seq_50_12,673724
seq_50_7,seq_50_13,179698
seq_50_7,seq_50_14,180684
seq_50_8,seq_50_9,177818
seq_50_8,seq_50_10,183778
seq_50_8,seq_50_11,718357
seq_50_8,seq_50_12,185534
seq_50_8,seq_50_13,74637
seq_50_8,seq_50_14,67656
seq_50_9,seq_50_10,57972
seq_50_9,seq_50_11,51488
seq_50_9,seq_50_12,57021
seq_50_9,seq_50_13,58141
seq_50_9,seq_50_14,56899
seq_50_10,seq_50_11,52746
seq_50_10,seq_50_12,59603
seq_50_10,seq_50_13,58940
seq_50_10,seq_50_14,58671
seq_50_11,seq_50_12,55931
seq_50_11,seq_50_13,56908
seq_50_11,seq_50_14,56992
seq_50_12,seq_50_13,57451
seq_50_12,seq_50_14,59831
seq_50_13,seq_50_14,58348
seq_60_0,seq_60_1,82446
seq_60_0,seq_60_2,70537
seq_60_0,seq_60_3,83581
seq_60_0,seq_60_4,79297
seq_60_0,seq_60_5,81528
seq_60_0,seq_60_6,79819
seq_60_0,seq_60_7,80522
seq_60_0,seq_60_8,78237
seq_60_0,seq_60_9,78710
seq_60_0,seq_60_10,84131
seq_60_0,seq_60_11,81473
seq_60_0,seq_60_12,77156
seq_60_0,seq_60_13,82923
seq_60_0,seq_60_14,78777
seq_60_1,seq_60_2,80300
seq_60_1,seq_60_3,80800
seq_60_1,seq_60_4,74824
seq_60_1,seq_60_5,80303
seq_60_1,seq_60_6,79081
seq_60_1,seq_60_7,77452
seq_60_1,seq_60_8,78760
seq_60_1,seq_60_9,95438
seq_60_1,seq_60_10,78767
seq_60_1,seq_60_11,79360
seq_60_1,seq_60_12,84664
seq_60_1,seq_60_13,84327
seq_60_1,seq_60_14,83825
seq_60_2,seq_60_3,80954
seq_60_2,seq_60_4,78044
seq_60_2,seq_60_5,81331
seq_60_2,seq_60_6,79023
seq_60_2,seq_60_7,79883
seq_60_2,seq_60_8,79079
seq_60_2,seq_60_9,81442
seq_60_2,seq_60_10,80484
seq_60_2,seq_60_11,80354
seq_60_2,seq_60_12,80513
seq_60_2,seq_60_13,81695
seq_60_2,seq_60_14,72620
seq_60_3,seq_60_4,72460
seq_60_3,seq_60_5,70216
seq_60_3,seq_60_6,69045
seq_60_3,seq_60_7,69576
seq_60_3,seq_60_8,80228
seq_60_3,seq_60_9,85212
seq_60_3,seq_60_10,81933
seq_60_3,seq_60_11,106603
seq_60_3,seq_60_12,88199
seq_60_3,seq_60_13,91321
seq_60_3,seq_60_14,85778
seq_60_4,seq_60_5,88474
seq_60_4,seq_60_6,86494
seq_60_4,seq_60_7,90196
seq_60_4,seq_60_8,93331
seq_60_4,seq_60_9,85798
seq_60_4,seq_60_10,89668
seq_60_4,seq_60_11,91277
seq_60_4,seq_60_12,87323
seq_60_4,seq_60_13,94181
seq_60_4,seq_60_14,94840
seq_60_5,seq_60_6,85380
seq_60_5,seq_60_7,90959
seq_60_5,seq_60_8,89787
seq_60_5,seq_60_9,88466
seq_60_5,seq_60_10,88059
seq_60_5,seq_60_11,90762
seq_60_5,seq_60_12,92785
seq_60_5,seq_60_13,86794
seq_60_5,seq_60_14,93695
seq_60_6,seq_60_7,80643
seq_60_6,seq_60_8,88786
seq_60_6,seq_60_9,85857
seq_60_6,seq_60_10,86407
seq_60_6,seq_60_11,86962
seq_60_6,seq_60_12,89492
seq_60_6,seq_60_13,88456
seq_60_6,seq_60_14,87878
seq_60_7,seq_60_8,83716
seq_60_7,seq_60_9,86640
seq_60_7,seq_60_10,86348
seq_60_7,seq_60_11,85011
seq_60_7,seq_60_12,86012
seq_60_7,seq_60_13,85499
seq_60_7,seq_60_14,83879
seq_60_8,seq_60_9,85546
seq_60_8,seq_60_10,76450
seq_60_8,seq_60_11,73106
seq_60_8,seq_60_12,75910
seq_60_8,seq_60_13,69170
seq_60_8,seq_60_14,71378
seq_60_9,seq_60_10,75326
seq_60_9,seq_60_11,93018
seq_60_9,seq_60_12,90963
seq_60_9,seq_60_13,94566
seq_60_9,seq_60_14,93897
seq_60_10,seq_60_11,93184
seq_60_10,seq_60_12,95224
seq_60_10,seq_60_13,89501
seq_60_10,seq_60_14,95715
seq_60_11,seq_60_12,94511
seq_60_11,seq_60_13,125613
seq_60_11,seq_60_14,92077
seq_60_12,seq_60_13,91284
seq_60_12,seq_60_14,90713
seq_60_13,seq_60_14,91271
seq_70_0,seq_70_1,126087
seq_70_0,seq_70_2,125346
seq_70_0,seq_70_3,132923
seq_70_0,seq_70_4,134759
seq_70_0,seq_70_5,126390
seq_70_0,seq_70_6,131213
seq_70_0,seq_70_7,129550
seq_70_0,seq_70_8,126247
seq_70_0,seq_70_9,126246
seq_70_0,seq_70_10,125075
seq_70_0,seq_70_11,122164
seq_70_0,seq_70_12,162117
seq_70_0,seq_70_13,170585
seq_70_0,seq_70_14,120723
seq_70_1,seq_70_2,122494
seq_70_1,seq_70_3,122903
seq_70_1,seq_70_4,122612
seq_70_1,seq_70_5,125956
seq_70_1,seq_70_6,122024
seq_70_1,seq_70_7,126279
seq_70_1,seq_70_8,122797
seq_70_1,seq_70_9,124694
seq_70_1,seq_70_10,119014
seq_70_1,seq_70_11,119990
seq_70_1,seq_70_12,128195
seq_70_1,seq_70_13,164320
seq_70_1,seq_70_14,119454
seq_70_2,seq_70_3,133102
seq_70_2,seq_70_4,132958
seq_70_2,seq_70_5,122887
seq_70_2,seq_70_6,116728
seq_70_2,seq_70_7,116549
seq_70_2,seq_70_8,117459
seq_70_2,seq_70_9,118663
seq_70_2,seq_70_10,124673
seq_70_2,seq_70_11,123505
seq_70_2,seq_70_12,194603
seq_70_2,seq_70_13,122500
seq_70_2,seq_70_14,115354
seq_70_3,seq_70_4,122246
seq_70_3,seq_70_5,122199
seq_70_3,seq_70_6,115426
seq_70_3,seq_70_7,115024
seq_70_3,seq_70_8,114380
seq_70_3,seq_70_9,121864
seq_70_3,seq_70_10,256368
seq_70_3,seq_70_11,118318
seq_70_3,seq_70_12,111417
seq_70_3,seq_70_13,122448
seq_70_3,seq_70_14,143436
seq_70_4,seq_70_5,155858
seq_70_4,seq_70_6,119347
seq_70_4,seq_70_7,116581
seq_70_4,seq_70_8,125976
seq_70_4,seq_70_9,124320
seq_70_4,seq_70_10,117328
seq_70_4,seq_70_11,116548
seq_70_4,seq_70_12,111004
seq_70_4,seq_70_13,118800
seq_70_4,seq_70_14,111433
seq_70_5,seq_70_6,106988
seq_70_5,seq_70_7,113392
seq_70_5,seq_70_8,112677
seq_70_5,seq_70_9,108234
seq_70_5,seq_70_10,100829
seq_70_5,seq_70_11,113568
seq_70_5,seq_70_12,106982
seq_70_5,seq_70_13,127291
seq_70_5,seq_70_14,114531
seq_70_6,seq_70_7,97963
seq_70_6,seq_70_8,113803
seq_70_6,seq_70_9,115666
seq_70_6,seq_70_10,107659
seq_70_6,seq_70_11,116560
seq_70_6,seq_70_12,118143
seq_70_6,seq_70_13,117012
seq_70_6,seq_70_14,115022
seq_70_7,seq_70_8,112242
seq_70_7,seq_70_9,120089
seq_70_7,seq_70_10,113944
seq_70_7,seq_70_11,102628
seq_70_7,seq_70_12,179012
seq_70_7,seq_70_13,117967
seq_70_7,seq_70_14,113969
seq_70_8,seq_70_9,113268
seq_70_8,seq_70_10,110711
seq_70_8,seq_70_11,113209
seq_70_8,seq_70_12,117236
seq_70_8,seq_70_13,110809
seq_70_8,seq_70_14,117051
seq_70_9,seq_70_10,113263
seq_70_9,seq_70_11,115240
seq_70_9,seq_70_12,118137
seq_70_9,seq_70_13,118970
seq_70_9,seq_70_14,147004
seq_70_10,seq_70_11,119391
seq_70_10,seq_70_12,108592
seq_70_10,seq_70_13,119037
seq_70_10,seq_70_14,119451
seq_70_11,seq_70_12,116205
seq_70_11,seq_70_13,113501
seq_70_11,seq_70_14,117708
seq_70_12,seq_70_13,112666
seq_70_12,seq_70_14,115644
seq_70_13,seq_70_14,111803
seq_80_0,seq_80_1,193633
seq_80_0,seq_80_2,149607
seq_80_0,seq_80_3,150895
seq_80_0,seq_80_4,149222
seq_80_0,seq_80_5,149734
seq_80_0,seq_80_6,147549
seq_80_0,seq_80_7,149237
seq_80_0,seq_80_8,147660
seq_80_0,seq_80_9,143164
seq_80_0,seq_80_10,148092
seq_80_0,seq_80_11,147593
seq_80_0,seq_80_12,154942
seq_80_0,seq_80_13,146213
seq_80_0,seq_80_14,144150
seq_80_1,seq_80_2,139856
seq_80_1,seq_80_3,136800
seq_80_1,seq_80_4,150462
seq_80_1,seq_80_5,150928
seq_80_1,seq_80_6,153164
seq_80_1,seq_80_7,147458
seq_80_1,seq_80_8,138287
seq_80_1,seq_80_9,143284
seq_80_1,seq_80_10,143172
seq_80_1,seq_80_11,133272
seq_80_1,seq_80_12,232758
seq_80_1,seq_80_13,145795
seq_80_1,seq_80_14,140355
seq_80_2,seq_80_3,146223
seq_80_2,seq_80_4,132796
seq_80_2,seq_80_5,143242
seq_80_2,seq_80_6,163045
seq_80_2,seq_80_7,141617
seq_80_2,seq_80_8,138840
seq_80_2,seq_80_9,143462
seq_80_2,seq_80_10,138357
seq_80_2,seq_80_11,137990
seq_80_2,seq_80_12,126212
seq_80_2,seq_80_13,137011
seq_80_2,seq_80_14,136879
seq_80_3,seq_80_4,135613
seq_80_3,seq_80_5,142970
seq_80_3,seq_80_6,150406
seq_80_3,seq_80_7,144670
seq_80_3,seq_80_8,142935
seq_80_3,seq_80_9,144230
seq_80_3,seq_80_10,152722
seq_80_3,seq_80_11,151057
seq_80_3,seq_80_12,152203
seq_80_3,seq_80_13,153465
seq_80_3,seq_80_14,169667
seq_80_4,seq_80_5,152468
seq_80_4,seq_80_6,152928
seq_80_4,seq_80_7,150073
seq_80_4,seq_80_8,150403
seq_80_4,seq_80_9,153453
seq_80_4,seq_80_10,152148
seq_80_4,seq_80_11,153059
seq_80_4,seq_80_12,150399
seq_80_4,seq_80_13,144653
seq_80_4,seq_80_14,150898
seq_80_5,seq_80_6,136845
seq_80_5,seq_80_7,147499
seq_80_5,seq_80_8,144879
seq_80_5,seq_80_9,146968
seq_80_5,seq_80_10,148223
seq_80_5,seq_80_11,142695
seq_80_5,seq_80_12,140104
seq_80_5,seq_80_13,153544
seq_80_5,seq_80_14,152440
seq_80_6,seq_80_7,153083
seq_80_6,seq_80_8,149579
seq_80_6,seq_80_9,154971
seq_80_6,seq_80_10,153413
seq_80_6,seq_80_11,154562
seq_80_6,seq_80_12,152687
seq_80_6,seq_80_13,146836
seq_80_6,seq_80_14,142781
seq_80_7,seq_80_8,153073
seq_80_7,seq_80_9,175753
seq_80_7,seq_80_10,178423
seq_80_7,seq_80_11,148127
seq_80_7,seq_80_12,154116
seq_80_7,seq_80_13,152587
seq_80_7,seq_80_14,151824
seq_80_8,seq_80_9,138395
seq_80_8,seq_80_10,134453
