SeqId,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,RBTreeSortNComp,RBTreeSortTns,
seq_300_60,22580,216737,2108,172613,2141,568266,
seq_300_61,22245,222406,2115,146534,2093,522466,
seq_300_62,24147,260241,2109,164748,2149,644135,
seq_300_63,22158,260281,2090,171769,2079,600744,
seq_300_64,21731,266230,2094,183737,2164,605295,
seq_300_65,23440,292040,2105,164983,2067,612820,
seq_300_66,23741,302450,2091,164825,2110,601316,
seq_300_67,22813,277472,2100,162827,2164,611910,
seq_300_68,23271,271368,2104,161342,2280,598103,
seq_300_69,24281,287718,2108,162834,2065,589065,
seq_300_70,23373,251872,2092,160341,2074,600935,
seq_300_71,21248,253581,2111,150011,2123,577392,
seq_300_72,22637,231340,2100,134036,2359,538487,
seq_300_73,24442,271666,2106,177714,2190,688198,
seq_300_74,21894,262254,2090,155785,2157,569247,
seq_300_75,22367,253816,2101,148790,2071,561674,
seq_300_76,23035,260439,2102,157599,2332,557486,
seq_300_77,23124,243147,2095,157264,2101,492569,
seq_300_78,22306,214940,2109,152474,2167,456180,
seq_300_79,22027,237762,2112,153426,2130,518624,
seq_300_80,22761,286622,2081,157854,2108,520230,
seq_300_81,22302,269739,2086,158060,2067,470352,
seq_300_82,22163,255086,2073,144419,2012,449773,
seq_300_83,22130,272802,2100,155655,2061,509016,
seq_300_84,22222,270857,2100,156376,2041,496882,
seq_300_85,22276,266964,2094,166448,2052,508350,
seq_300_86,22741,243203,2100,154163,2217,479102,
seq_300_87,22074,253171,2084,149320,2088,490105,
seq_300_88,23384,284110,2104,159278,2091,522479,
seq_300_89,22019,268679,2076,165291,2293,501185,
seq_300_90,22542,253363,2107,149206,2115,461690,
seq_300_91,23562,262058,2098,150039,2033,462308,
seq_300_92,22819,247935,2089,167040,2237,529907,
seq_300_93,21597,265533,2086,158564,2081,520223,
seq_300_94,23077,268934,2116,135908,2141,495610,
seq_300_95,25228,244705,2099,143101,2271,501194,
seq_300_96,22470,247600,2102,154710,2333,488201,
seq_300_97,22024,274670,2086,160987,2062,505925,
seq_300_98,24144,307487,2081,155294,2155,513990,
seq_300_99,22770,270355,2096,170860,2253,513650,
seq_350_0,31180,386440,2544,188375,2507,658338,
seq_350_1,30090,361459,2546,184823,2493,691892,
seq_350_2,31135,305912,2528,168321,2470,689443,
seq_350_3,31556,352124,2508,173105,2684,649292,
seq_350_4,32381,209262,2520,124202,2951,404803,
seq_350_5,32198,221119,2540,122913,2738,404156,
seq_350_6,28501,190578,2517,123513,2642,499356,
seq_350_7,30542,386854,2527,195317,2511,680827,
seq_350_8,29532,350785,2509,194932,2709,654176,
seq_350_9,30243,374527,2524,175959,2520,709821,
seq_350_10,28594,361553,2526,196959,2651,666811,
seq_350_11,30965,390309,2527,182710,2649,641340,
seq_350_12,30967,218471,2524,133338,2628,431632,
seq_350_13,30929,321074,2529,193762,2538,572378,
seq_350_14,30460,328221,2526,178342,2644,614141,
seq_350_15,32247,353914,2523,181649,2519,657428,
seq_350_16,29652,204533,2523,126135,2599,431757,
seq_350_17,32451,317450,2513,170048,2552,586291,
seq_350_18,31432,210819,2522,126996,2607,386932,
seq_350_19,30133,209455,2537,123130,2633,457559,
seq_350_20,31095,207053,2527,122600,2574,395605,
seq_350_21,32868,257546,2519,136378,2500,400590,
seq_350_22,32475,202718,2535,137516,2781,385106,
seq_350_23,33310,209114,2516,129022,2600,428696,
seq_350_24,31215,195196,2531,127691,2541,398051,
seq_350_25,30915,195588,2521,127144,2759,422589,
seq_350_26,29916,347428,2532,202236,2628,576308,
seq_350_27,32390,249776,2522,137512,2461,448507,
seq_350_28,31170,210518,2520,130532,2498,400354,
seq_350_29,32164,229879,2508,141389,2581,426285,
seq_350_30,30379,335339,2533,135329,2564,607924,
seq_350_31,31673,243052,2535,185816,2525,564002,
seq_350_32,30315,199365,2532,127754,2530,395774,
seq_350_33,29238,193868,2519,120681,2508,386912,
seq_350_34,30355,230134,2524,169737,2557,406606,
seq_350_35,27594,188598,2528,128615,2476,422287,
seq_350_36,31187,305328,2538,170675,2612,560438,
seq_350_37,31504,322297,2535,174943,2644,576216,
seq_350_38,31804,199380,2546,128890,2501,412157,
seq_350_39,30824,283770,2516,169715,2519,575458,
seq_350_40,30143,285919,2519,171749,2687,438599,
seq_350_41,28904,279965,2522,173774,2549,573561,
seq_350_42,30309,197844,2533,124577,2722,412688,
seq_350_43,30599,203819,2515,152452,2504,390002,
seq_350_44,29502,232199,2522,162233,2529,543403,
seq_350_45,30282,361447,2535,193505,2553,572841,
seq_350_46,30368,223489,2532,145871,2610,428197,
seq_350_47,30508,271656,2523,176511,2523,448970,
seq_350_48,28478,190281,2518,148534,2573,610445,
seq_350_49,30882,294826,2524,169314,2585,616645,
seq_350_50,28313,318476,2543,189910,2561,627029,
seq_350_51,32153,358332,2517,208060,2493,527842,
seq_350_52,30716,210496,2551,123724,2615,433817,
seq_350_53,29293,195983,2506,130928,2524,397389,
seq_350_54,34266,239244,2531,153186,2484,582895,
seq_350_55,32059,246860,2519,157078,2459,414397,
seq_350_56,30984,242315,2543,131519,2497,398216,
seq_350_57,32258,225767,2519,122083,2662,398532,
seq_350_58,30021,279044,2530,204411,2485,430815,
seq_350_59,32630,219997,2503,133491,2511,399534,
seq_350_60,33501,222811,2529,132431,2788,397273,
seq_350_61,30773,194899,2529,142230,2518,435413,
seq_350_62,29832,189757,2531,131863,2515,425507,
seq_350_63,30439,191857,2510,127666,2769,394726,
seq_350_64,30284,263715,2523,175304,2523,634319,
seq_350_65,32331,329714,2523,200265,2562,604213,
seq_350_66,32477,313704,2525,181606,2567,601072,
seq_350_67,31331,340274,2536,190862,2563,680719,
seq_350_68,31816,354362,2548,181414,2529,476669,
seq_350_69,31121,209598,2520,131251,2573,408870,
seq_350_70,32970,222647,2519,135323,2588,402365,
seq_350_71,31697,197598,2533,130628,2460,407851,
seq_350_72,30586,208030,2537,124968,2573,422564,
seq_350_73,30638,192578,2512,128695,2546,412765,
seq_350_74,31226,195795,2513,136008,2437,412319,
seq_350_75,30201,188695,2525,122005,2523,416753,
seq_350_76,29562,187229,2528,143027,2532,401450,
seq_350_77,31058,197633,2521,130792,2514,404875,
seq_350_78,29469,316863,2521,184880,2498,640138,
seq_350_79,30757,370444,2538,200073,2466,663732,
seq_350_80,30347,365366,2530,193617,2644,667047,
seq_350_81,30100,374292,2529,192185,2479,682640,
seq_350_82,31734,376854,2550,193441,2507,642821,
seq_350_83,28970,362671,2528,185801,2587,596187,
seq_350_84,28909,365969,2534,195707,2977,692019,
seq_350_85,30655,346019,2528,186637,2495,656216,
seq_350_86,30384,347487,2504,190598,2444,638311,
seq_350_87,30662,361476,2514,202243,2515,676900,
seq_350_88,31188,232016,2532,141903,2472,436058,
seq_350_89,31141,221396,2545,148657,2581,458614,
seq_350_90,30538,338783,2520,187230,2484,620961,
seq_350_91,30373,375176,2548,184634,2469,688278,
seq_350_92,30775,353794,2520,321017,2456,606397,
seq_350_93,32254,397815,2527,222466,2648,600064,
seq_350_94,30606,348829,2521,190321,2590,621816,
seq_350_95,29077,349812,2518,196029,2504,611415,
seq_350_96,30840,347199,2537,197299,2467,615368,
seq_350_97,32117,215202,2492,191660,2674,616582,
seq_350_98,32792,216659,2499,132095,3126,450496,
seq_350_99,31062,246513,2519,129206,2689,419664,
seq_400_0,38771,247403,2963,257208,2936,510206,
seq_400_1,39585,373977,2974,152023,2952,497923,
seq_400_2,39183,386388,2955,192105,3089,738103,
seq_400_3,40817,257423,2964,159622,3045,497366,
seq_400_4,39887,266702,2943,145326,3145,606712,
seq_400_5,39568,248963,2972,150183,3037,545051,
seq_400_6,36050,2707171,2960,157118,2981,509149,
seq_400_7,41478,283509,2989,194753,2980,608665,
seq_400_8,39818,265217,2921,143536,2991,516812,
seq_400_9,42259,265596,2963,138244,2988,489137,
seq_400_10,40733,441667,2952,226895,3103,744147,
seq_400_11,38772,250095,2967,147502,2951,502532,
seq_400_12,40199,251404,2966,147768,3328,486147,
seq_400_13,39805,265418,2949,161881,3106,777854,
seq_400_14,39885,468142,2972,218528,2901,844914,
seq_400_15,39262,377171,2972,150290,3030,525193,
seq_400_16,40626,269547,2979,148008,2932,554613,
seq_400_17,40241,257397,2966,145148,2994,527147,
seq_400_18,39822,262044,2953,163042,3405,494011,
seq_400_19,40410,501075,2968,222178,3058,867604,
seq_400_20,38433,381340,2953,227534,2932,824962,
seq_400_21,37462,235833,2945,145357,2910,504345,
seq_400_22,37993,371504,2968,185114,2937,499247,
seq_400_23,38873,284115,2967,146058,2979,507435,
seq_400_24,39155,318391,2947,156462,2837,539252,
seq_400_25,37887,256367,2952,138591,3010,501965,
seq_400_26,39984,262070,2974,137612,2987,491887,
seq_400_27,40193,265298,2951,140907,3046,490479,
seq_400_28,39007,245225,2968,136027,3413,470556,
seq_400_29,37578,342305,2974,212819,2932,520377,
seq_400_30,40436,258321,2973,136302,2901,491740,
seq_400_31,40389,254038,2960,143164,2931,513206,
seq_400_32,41213,288403,2965,136702,2952,505361,
seq_400_33,38791,271388,2962,135523,2897,482749,
seq_400_34,39926,260157,2964,144000,3056,492928,
seq_400_35,40276,468059,2964,175171,2897,567073,
seq_400_36,39481,263399,2963,179148,2950,741071,
seq_400_37,40602,497113,2974,221621,2920,841525,
seq_400_38,41159,328490,2963,142838,2969,515647,
seq_400_39,42301,279020,2953,145928,3906,519982,
seq_400_40,41002,272535,2960,149255,2891,499399,
seq_400_41,39611,269779,2957,142308,2856,490087,
seq_400_42,39315,244374,2959,148597,2972,500632,
seq_400_43,41687,258619,2967,135795,4088,497039,
seq_400_44,39777,451961,2966,162882,2993,498588,
seq_400_45,40110,266358,2978,142169,2906,695057,
seq_400_46,39850,248411,2957,139156,3150,478946,
seq_400_47,42297,263328,2954,139035,2971,490548,
seq_400_48,40769,254201,2984,154090,2889,487278,
seq_400_49,43487,269932,2971,139571,3050,477062,
seq_400_50,38298,253509,2966,166717,3082,477499,
seq_400_51,39115,243092,2967,134420,3239,494787,
seq_400_52,38758,258319,2963,137253,3447,482225,
seq_400_53,40578,297527,2972,144925,2895,501204,
seq_400_54,38147,237252,2962,138563,2989,532148,
seq_400_55,40484,339932,2954,212053,2918,592731,
seq_400_56,40296,303190,2948,203041,3046,672283,
seq_400_57,39914,244335,2956,140095,2939,606098,
seq_400_58,39877,257851,2940,146170,3020,475925,
seq_400_59,41946,286350,2965,134560,3164,473156,
seq_400_60,39807,410104,2956,176706,2940,490819,
seq_400_61,37009,233371,2967,141675,2932,499288,
seq_400_62,39289,260871,2956,137464,2978,504506,
seq_400_63,39918,372614,2953,220946,2910,767315,
seq_400_64,37871,233810,2966,148697,3465,665589,
seq_400_65,42024,370442,2979,186762,2952,632147,
seq_400_66,39873,254043,2987,148788,2876,508329,
seq_400_67,40528,257552,2944,170047,3003,622017,
seq_400_68,39149,245675,2962,143087,3056,516497,
seq_400_69,40360,258651,2980,146057,2901,508461,
seq_400_70,41539,539827,2945,226292,2968,810621,
seq_400_71,42261,525627,2957,235054,2957,828703,
seq_400_72,41001,286526,2951,147006,3288,516408,
seq_400_73,41819,276032,2966,141001,3053,489129,
seq_400_74,40847,550583,2982,158421,2912,669130,
seq_400_75,39751,341363,2980,182556,2968,554238,
seq_400_76,40447,266985,2958,145796,2984,503202,
seq_400_77,39355,489622,2964,230281,2930,803162,
seq_400_78,41011,512459,2971,244442,3050,836871,
seq_400_79,40029,459284,2970,234331,2973,811193,
seq_400_80,39602,519823,2954,235633,2934,886745,
seq_400_81,37591,472294,2962,217101,3040,842729,
seq_400_82,39227,499742,2981,218278,2893,807085,
seq_400_83,40343,267185,2955,150555,3097,521350,
seq_400_84,43403,285225,2962,143959,3092,503243,
seq_400_85,40094,248314,2946,137496,3341,502136,
seq_400_86,41540,442535,2973,172642,2923,783389,
seq_400_87,38776,449679,2949,215269,2897,810268,
seq_400_88,39989,251059,2979,143926,2958,487566,
seq_400_89,40688,244591,2951,135032,3263,464129,
seq_400_90,41229,316560,2965,142979,2889,490896,
seq_400_91,41348,282804,2976,146485,2877,485235,
seq_400_92,41630,273567,2925,138766,3091,501328,
seq_400_93,38969,264405,2967,146486,3020,502323,
seq_400_94,38904,233746,2962,139568,2901,475564,
seq_400_95,38893,242115,2948,143508,2934,550944,
seq_400_96,39460,272082,2968,153195,3025,465696,
seq_400_97,39994,242173,2945,138017,2904,526830,
seq_400_98,40255,264998,2974,138393,3193,514877,
seq_400_99,40450,252119,2960,168701,2902,465162,
seq_450_0,48939,323565,3422,155971,3369,622149,
seq_450_1,54394,348962,3411,159348,3452,608190,
seq_450_2,49867,329445,3407,165496,4481,625145,
seq_450_3,52170,327217,3405,155542,4084,552364,
seq_450_4,53084,317652,3407,153844,3432,609708,
seq_450_5,51024,307073,3396,154267,3347,562249,
seq_450_6,51221,307575,3408,146628,3470,565200,
seq_450_7,52558,337880,3409,145398,3452,543271,
seq_450_8,52789,305098,3416,138605,3404,528486,
seq_450_9,48001,280196,3413,147764,3425,555403,
seq_450_10,51061,304041,3392,143513,3351,552185,
seq_450_11,53794,306313,3411,140464,3878,660800,
seq_450_12,52243,283467,3413,129626,3355,508783,
seq_450_13,49185,309369,3407,138762,3519,515103,
seq_450_14,51763,272932,3404,127983,3352,574308,
seq_450_15,52802,368246,3403,133521,3394,511109,
seq_450_16,54514,286451,3397,128951,3420,485813,
seq_450_17,50610,267120,3401,129542,4525,634558,
seq_450_18,51059,286818,3419,126527,3369,496246,
seq_450_19,51490,271987,3419,126810,3503,493346,
seq_450_20,49869,263065,3378,124988,3436,530252,
seq_450_21,52102,274470,3397,126002,3372,480827,
seq_450_22,52101,349166,3388,246256,3530,652388,
seq_450_23,52772,278283,3410,132701,3348,507973,
seq_450_24,48194,336684,3397,131485,3609,484090,
seq_450_25,52220,275501,3414,131258,3642,514765,
seq_450_26,49184,260432,3415,134742,3355,509251,
seq_450_27,50549,269424,3385,129588,3331,507480,
seq_450_28,51379,270640,3433,190101,3374,531777,
seq_450_29,50553,266794,3394,127880,3370,495552,
seq_450_30,53859,284235,3424,140733,3565,503635,
seq_450_31,51057,269628,3396,129659,3290,663696,
seq_450_32,53169,278906,3403,129614,3341,513714,
seq_450_33,51666,269880,3415,127374,3354,501679,
seq_450_34,52445,275261,3418,126454,3606,587557,
seq_450_35,50696,267772,3382,126754,3329,503088,
seq_450_36,52308,300942,3405,126535,3621,502754,
seq_450_37,53387,392588,3406,168699,3434,566413,
seq_450_38,51633,266097,3392,123491,3332,537019,
seq_450_39,52167,307048,3404,131122,3300,481802,
seq_450_40,48442,247942,3391,124245,3355,463988,
seq_450_41,51665,264684,3422,125050,3462,519723,
seq_450_42,51917,265184,3398,123816,3391,542107,
seq_450_43,50215,255133,3404,127877,3375,532663,
seq_450_44,49916,256681,3411,127854,3420,494342,
seq_450_45,49728,255518,3423,126962,3300,526311,
seq_450_46,48755,250600,3422,124145,3545,496553,
seq_450_47,50290,354027,3417,268504,3417,955196,
seq_450_48,50006,333873,3412,168029,3635,602705,
seq_450_49,51002,643592,3404,265896,3466,1055183,
seq_450_50,50437,653586,3423,305656,3288,966030,
seq_450_51,48008,614643,3401,261323,3357,1023273,
seq_450_52,48487,612174,3403,271614,3381,988806,
seq_450_53,48109,641275,3385,244674,3371,778111,
seq_450_54,50868,322239,3424,208624,3397,617486,
seq_450_55,50887,295279,3407,146738,3472,546057,
seq_450_56,48236,413254,3414,310887,3333,556242,
seq_450_57,49483,302553,3433,130716,3521,496261,
seq_450_58,49225,369698,3388,167264,3472,677736,
seq_450_59,51019,370939,3405,145502,3466,818571,
seq_450_60,51354,455418,3405,188068,3475,705944,
seq_450_61,50449,337429,3403,145204,3356,568433,
seq_450_62,51459,340665,3373,166409,3541,752321,
seq_450_63,52951,364025,3401,180128,3370,835344,
seq_450_64,53472,372389,3420,177592,3433,635193,
seq_450_65,52037,337973,3410,153116,3325,656809,
seq_450_66,49187,319825,3414,156431,3346,669498,
seq_450_67,50923,352295,3415,157166,3451,904578,
seq_450_68,50152,327055,3411,159302,3639,614795,
seq_450_69,52531,341664,3400,161305,3429,639981,
seq_450_70,50523,327880,3421,163018,3342,638620,
seq_450_71,47786,300393,3382,156499,3439,626305,
seq_450_72,51912,339316,3407,154134,3561,608891,
seq_450_73,50263,351246,3403,171713,3296,571380,
seq_450_74,52298,364139,3417,156043,4061,613582,
seq_450_75,52168,335396,3409,197391,3416,735582,
seq_450_76,48077,309382,3400,171187,3342,813633,
seq_450_77,49022,311182,3423,173251,3282,622700,
seq_450_78,51436,318275,3424,170144,3387,586822,
seq_450_79,47202,309310,3406,186169,3669,627380,
seq_450_80,53469,488156,3400,264809,3463,680293,
seq_450_81,52063,473472,3417,233657,3391,804497,
seq_450_82,51859,293060,3406,148299,4064,536880,
seq_450_83,52440,348846,3396,144964,3550,530564,
seq_450_84,50800,285545,3394,145278,3519,523704,
seq_450_85,53172,377474,3374,132538,3496,566629,
seq_450_86,49984,293716,3403,132199,3597,499729,
seq_450_87,51406,280621,3419,129536,3377,501328,
seq_450_88,52529,321719,3406,167676,3387,549000,
seq_450_89,52808,289287,3391,132010,3338,706735,
seq_450_90,50197,274732,3420,141243,3372,497945,
seq_450_91,50388,275467,3419,134224,3724,565993,
seq_450_92,51880,308068,3395,142522,3315,591658,
seq_450_93,50176,260230,3415,130579,3327,487151,
seq_450_94,49910,273024,3414,140181,3439,514066,
seq_450_95,47520,246161,3403,131071,3339,504848,
seq_450_96,50187,292023,3397,194184,3385,588761,
seq_450_97,51583,336019,3421,134052,3322,525246,
seq_450_98,51088,279859,3418,143690,3669,575096,
seq_450_99,51533,329588,3397,131932,3492,502353,
seq_500_0,62972,397975,3861,147906,3890,589237,
seq_500_1,61954,334553,3859,202427,3782,683953,
seq_500_2,58972,395355,3833,157652,3882,600344,
seq_500_3,62916,396236,3861,173566,3775,605679,
seq_500_4,62258,355776,3852,149892,3838,601143,
seq_500_5,60964,343111,3859,163445,3758,653949,
seq_500_6,63321,355622,3851,179951,3921,717215,
seq_500_7,63530,356260,3864,161574,3806,690709,
seq_500_8,62707,313199,3849,145284,3904,697404,
seq_500_9,63722,463052,3860,172847,4033,674049,
seq_500_10,64100,321504,3871,152002,4027,672283,
seq_500_11,62836,313965,3858,146907,4057,710448,
seq_500_12,59871,315822,3841,146061,3753,727080,
seq_500_13,62432,327884,3876,143957,3847,599752,
seq_500_14,63752,415572,3849,187167,3975,717582,
seq_500_15,62714,445310,3856,186477,3863,737754,
seq_500_16,61460,345895,3858,162090,3852,659337,
seq_500_17,62117,349290,3834,244258,4120,689292,
seq_500_18,64751,347831,3857,152566,3854,582548,
seq_500_19,61847,333036,3874,148674,3847,616256,
seq_500_20,66653,358127,3842,146609,3923,629670,
seq_500_21,62981,422792,3844,201134,3853,748975,
seq_500_22,63681,441239,3836,298893,4002,727550,
seq_500_23,63056,422064,3849,192126,3834,774180,
seq_500_24,65366,436353,3858,238943,3835,900399,
seq_500_25,68526,453300,3850,200804,4051,766585,
seq_500_26,63500,411652,3869,176945,3958,753176,
seq_500_27,58845,374030,3851,164405,3918,785163,
seq_500_28,58966,424376,3861,188287,3737,664376,
seq_500_29,61198,401883,3833,216775,3851,845555,
seq_500_30,64931,391429,3860,220151,3860,657469,
seq_500_31,61608,371571,3847,158045,3796,725646,
seq_500_32,64697,432204,3852,186124,3901,747628,
seq_500_33,58622,379203,3846,182145,3958,707679,
seq_500_34,63763,395794,3861,176998,3973,743809,
seq_500_35,62028,471958,3864,176047,3822,727694,
seq_500_36,60862,699711,3860,252868,3862,956590,
seq_500_37,66683,404972,3845,171658,3931,680914,
seq_500_38,63142,383776,3846,190310,3813,663839,
seq_500_39,63320,467578,3852,265778,4343,744980,
seq_500_40,63223,423096,3866,193633,3846,710123,
seq_500_41,60977,381459,3854,188809,3997,722998,
seq_500_42,64239,411649,3854,170740,3833,755110,
seq_500_43,66500,413895,3851,271974,4020,791192,
seq_500_44,61886,560528,3865,252457,3964,1076802,
seq_500_45,65246,419231,3865,176867,3798,888660,
seq_500_46,62341,614512,3846,313092,4524,1148052,
seq_500_47,63242,392940,3856,178538,3949,719222,
seq_500_48,63329,390994,3840,189028,3750,723208,
seq_500_49,63600,553374,3846,168801,3771,676951,
seq_500_50,64446,454927,3833,198431,4424,832094,
seq_500_51,64497,361873,3868,158778,3949,628486,
seq_500_52,63119,353458,3837,173421,3897,624227,
seq_500_53,63399,354504,3841,198862,3844,722549,
seq_500_54,61055,375941,3863,172281,4108,674866,
seq_500_55,61980,347010,3836,157326,4740,645556,
seq_500_56,61388,335237,3870,179414,4331,673342,
seq_500_57,60211,327563,3860,153683,3940,612516,
seq_500_58,64692,356483,3878,177106,3929,612350,
seq_500_59,63880,346740,3867,150334,3773,655198,
seq_500_60,65249,364607,3839,163140,4048,650701,
seq_500_61,63339,439353,3867,164464,3976,657766,
seq_500_62,64526,372228,3869,173910,3881,657400,
seq_500_63,60024,326275,3841,164183,3922,616390,
seq_500_64,60310,327781,3860,151774,3727,616488,
seq_500_65,63075,342628,3859,154218,3706,621638,
seq_500_66,63765,346237,3828,205138,3876,629733,
seq_500_67,62137,336531,3852,192219,4276,624884,
seq_500_68,62542,337740,3826,184813,3909,654186,
seq_500_69,68042,380238,3849,158056,3996,668202,
seq_500_70,64565,346099,3859,185748,4237,614376,
seq_500_71,65177,377821,3858,163746,3766,593035,
seq_500_72,64519,396246,3832,199724,3832,681839,
seq_500_73,64409,389067,3855,161487,3840,910430,
seq_500_74,63563,355839,3838,159829,4024,662268,
seq_500_75,63677,376731,3881,177629,3998,584632,
seq_500_76,65981,493354,3855,184410,3803,617585,
seq_500_77,64055,356710,3865,180514,3912,696870,
seq_500_78,62377,328048,3849,181916,4076,647312,
seq_500_79,64560,350363,3842,161274,3786,609551,
seq_500_80,64989,377010,3854,157747,3822,578853,
seq_500_81,63838,344340,3867,184580,3820,682233,
seq_500_82,63754,357181,3863,158329,3743,971471,
seq_500_83,61352,570071,3840,253715,3752,1017263,
seq_500_84,59610,384482,3856,186956,3705,736789,
seq_500_85,67662,484136,3857,182051,4011,735182,
seq_500_86,61529,392914,3862,186793,3713,738437,
seq_500_87,60743,385102,3848,228465,4172,674802,
seq_500_88,67078,484410,3865,180127,4127,762415,
seq_500_89,64809,395169,3862,175767,3885,703657,
seq_500_90,63144,404489,3855,187320,3765,716197,
seq_500_91,63837,711409,3853,234964,5433,860201,
seq_500_92,60698,402855,3857,163088,4082,793673,
seq_500_93,59139,347505,3863,194262,3785,640237,
seq_500_94,65020,378367,3878,216833,3735,1077705,
seq_500_95,61303,405282,3848,183492,3837,736479,
seq_500_96,64293,486053,3843,184583,4004,828662,
seq_500_97,62046,348028,3847,160237,3812,635317,
seq_500_98,65592,667253,3865,296787,4028,1221854,
seq_500_99,62342,398737,3873,183385,3832,763114,
seq_550_0,77882,484609,4313,217621,4377,838183,
seq_550_1,75618,443091,4309,172329,4422,834999,
seq_550_2,79413,510927,4324,204721,4300,871000,
seq_550_3,79101,505629,4311,200924,4207,937517,
seq_550_4,72029,458574,4340,196812,4250,792589,
seq_550_5,78366,652799,4299,218720,4289,1000583,
seq_550_6,71714,467922,4337,198046,4285,889674,
seq_550_7,78076,492041,4330,196868,4318,872664,
seq_550_8,75644,473592,4334,214783,4279,1036125,
seq_550_9,71882,459335,4312,194574,4199,855305,
seq_550_10,78315,510654,4329,203583,4258,851461,
seq_550_11,75468,493600,4315,197432,4256,925385,
seq_550_12,74016,493177,4330,323427,4308,903428,
seq_550_13,73084,482908,4330,195728,4322,966504,
seq_550_14,74312,469965,4318,195331,4191,880631,
seq_550_15,76692,447552,4340,230733,4603,923205,
seq_550_16,76472,494611,4307,195260,4413,808573,
seq_550_17,78990,500898,4306,196940,4338,885730,
seq_550_18,79599,500105,4298,194563,4216,877432,
seq_550_19,74961,469291,4294,235099,4460,936768,
seq_550_20,78247,457524,4313,220485,4531,894849,
seq_550_21,76716,524447,4308,176853,4692,736405,
seq_550_22,77895,481386,4307,196417,4283,775822,
seq_550_23,75297,468561,4328,202373,4244,934445,
seq_550_24,80626,512466,4315,184464,4266,923133,
seq_550_25,73920,460674,4299,235146,4427,739243,
seq_550_26,78458,491794,4333,181722,4209,803214,
seq_550_27,77602,499385,4329,181699,5158,973932,
seq_550_28,76303,481847,4318,180281,4361,1023651,
seq_550_29,74384,462100,4321,199328,4204,819146,
seq_550_30,75725,493708,4310,181836,4476,839689,
seq_550_31,74657,465555,4320,279722,4290,867582,
seq_550_32,79839,593695,4321,212913,4835,876949,
seq_550_33,74757,455117,4322,175060,4723,779816,
seq_550_34,75615,453027,4324,209321,4415,820652,
seq_550_35,77037,522867,4314,245285,4200,797636,
seq_550_36,76361,586723,4315,191343,4938,846759,
seq_550_37,74412,433406,4308,177624,4860,744923,
seq_550_38,78636,473312,4343,173028,4354,813363,
seq_550_39,75352,533960,4306,253607,4255,829472,
seq_550_40,74266,509429,4323,208060,4195,854996,
seq_550_41,79546,516608,4304,231748,4183,838187,
seq_550_42,77928,449464,4326,178712,4270,798257,
seq_550_43,81409,598124,4301,288248,4282,875321,
seq_550_44,74589,465799,4327,188205,4294,826878,
seq_550_45,79136,487339,4325,184242,4519,827352,
seq_550_46,76865,498645,4338,212154,4612,770261,
seq_550_47,77178,440253,4326,234019,4164,940687,
seq_550_48,78122,451971,4340,200769,4358,844804,
seq_550_49,78717,453865,4343,188925,4371,844518,
seq_550_50,75279,486397,4317,179055,5006,893207,
seq_550_51,75243,538581,4312,224415,4274,929808,
seq_550_52,76367,488499,4337,316372,4600,1089028,
seq_550_53,76189,468937,4300,213558,4312,830661,
seq_550_54,76200,434269,4315,210998,4245,1057543,
seq_550_55,77604,477139,4328,196038,4755,854004,
seq_550_56,71745,446656,4301,178171,4376,808361,
seq_550_57,74737,445766,4330,181829,4567,1101281,
seq_550_58,77232,495428,4332,221267,4293,906766,
seq_550_59,78599,505539,4328,211456,4343,958521,
seq_550_60,79601,493041,4333,192289,4234,805331,
seq_550_61,78120,749467,4330,242370,4213,1216526,
seq_550_62,74275,650186,4302,226506,4466,781732,
seq_550_63,77642,464609,4325,176818,4467,805604,
seq_550_64,75422,509805,4316,228638,4240,931042,
seq_550_65,76486,480241,4309,205100,4232,903013,
seq_550_66,75928,467563,4324,188775,4321,829849,
seq_550_67,72500,558917,4330,230534,4274,980627,
seq_550_68,76372,465529,4326,188346,4782,862431,
seq_550_69,76393,471296,4343,170925,4202,759689,
seq_550_70,75022,488399,4327,189151,4304,745953,
seq_550_71,74425,399110,4332,252947,4145,742226,
seq_550_72,76640,411737,4317,210426,4411,921991,
seq_550_73,76438,407991,4311,200518,6473,799337,
seq_550_74,78856,466192,4333,185341,4267,792607,
seq_550_75,75306,494450,4313,205596,4740,822993,
seq_550_76,76518,434200,4324,176770,4138,855375,
seq_550_77,74980,424980,4317,187088,4150,764478,
seq_550_78,70487,401866,4343,177692,4552,806483,
seq_550_79,77569,531824,4317,195953,4263,781271,
seq_550_80,76240,550567,4315,208476,4248,861322,
seq_550_81,74280,568893,4311,170105,4524,692874,
seq_550_82,76404,487670,4336,202345,4445,720328,
seq_550_83,76548,444220,4313,227103,4470,809314,
seq_550_84,74458,403262,4344,172054,4515,773122,
seq_550_85,74970,403897,4317,164407,5008,726798,
seq_550_86,78390,438256,4327,160857,4232,724313,
seq_550_87,78681,440246,4318,166253,4351,776859,
seq_550_88,75800,421942,4327,171466,4199,766398,
seq_550_89,73388,413181,4324,183052,4367,740545,
seq_550_90,75883,579609,4297,181038,4256,772066,
seq_550_91,76795,450398,4300,173999,4529,716814,
seq_550_92,73575,459804,4307,146920,4192,819726,
seq_550_93,72340,428679,4301,155139,4234,703143,
seq_550_94,74833,428289,4337,190779,4298,880462,
